States.UTs,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,FirstQuarter,SecondQuarter,ThirdQuarter,FourthQuarter,ANNUAL
Sub Himalayan West Bengal & Sikkim,1995,17.9,41.1,50.6,84.2,349.6,859,775.3,539.2,638.5,99.7,88.6,14,109.6,1292.8,1953,202.3,1280.7
Sub Himalayan West Bengal & Sikkim,1996,30.9,34.2,59.5,85,401.7,334.6,863.6,545.1,337.9,107.3,0.4,0,124.6,821.3,1746.6,107.7,1187.1
Sub Himalayan West Bengal & Sikkim,1997,18.9,31.3,76.4,119.5,166.9,613.3,488.1,479,443.9,41.3,16.3,56.5,126.6,899.7,1411,114.1,1317.2
Sub Himalayan West Bengal & Sikkim,1998,13.6,37,125.1,154.1,254.2,653,854.6,860.4,478.9,209.1,13.1,2.1,175.7,1061.3,2193.9,224.3,1332.7
Sub Himalayan West Bengal & Sikkim,1999,8.7,6.2,17.9,156,335.4,550.5,831.7,751.6,404.1,246,10.7,4.5,32.8,1041.9,1987.4,261.2,1322.7
Sub Himalayan West Bengal & Sikkim,2000,10.7,36.2,55.1,185.1,326.5,649.6,574.3,498.1,465.8,82.9,22.6,1.2,102,1161.2,1538.2,106.7,906.4
Sub Himalayan West Bengal & Sikkim,2001,4,20.5,50.2,134.8,347.2,472.2,399,424.5,434.9,282.8,36.6,5.9,74.7,954.2,1258.4,325.3,1600.1
Sub Himalayan West Bengal & Sikkim,2002,30.1,10,95.6,237.1,181.7,407.2,743.3,406.6,340.1,75.7,8.7,10.8,135.7,826,1490,95.2,990.4
Sub Himalayan West Bengal & Sikkim,2003,17,79.2,90.1,171.4,211.7,516.6,703,354,321.4,223,16.4,19.2,186.3,899.7,1378.4,258.6,1694.2
Sub Himalayan West Bengal & Sikkim,2004,19.9,11.5,40.5,163.5,287.5,489.5,739.5,356.4,394.7,198.4,9,4.4,71.9,940.5,1490.6,211.8,1144.7
Sub Himalayan West Bengal & Sikkim,2005,19.5,21,132.1,155.5,254,446.5,704.3,564.5,229.9,271.1,8.8,0.5,172.6,856,1498.7,280.4,1287.3
Sub Himalayan West Bengal & Sikkim,2006,0.7,17,39.8,119.3,270.5,446.2,470.2,295,456.8,118.4,20.3,7.9,57.5,836,1222,146.6,1317.8
Sub Himalayan West Bengal & Sikkim,2007,3.1,81.1,46.6,160.1,215.1,485.1,686.3,412.4,458.6,79.5,8.8,2,130.8,860.3,1557.3,90.3,1281.2
Sub Himalayan West Bengal & Sikkim,2008,33.2,22.1,79.8,141.8,171.4,526.5,657.7,636.3,296.7,97.9,16.9,9.5,135.1,839.7,1590.7,124.3,1108.6
Sub Himalayan West Bengal & Sikkim,2009,6,40.3,55,115.2,308.7,350.6,456.1,568.4,174.6,235.1,9.1,5.6,101.3,774.5,1199.1,249.8,956.7
Sub Himalayan West Bengal & Sikkim,2010,5.6,19.6,77.6,176.6,335.9,558.1,593.4,461.3,308.1,66.2,7.9,2.2,102.8,1070.6,1362.8,76.3,1306.6
Sub Himalayan West Bengal & Sikkim,2011,8.5,19.9,71.2,135,247.8,419.8,612.3,470.3,356.3,46.7,26.7,4.3,99.6,802.6,1438.9,77.7,1302.6
Sub Himalayan West Bengal & Sikkim,2012,15.3,13.9,45.5,159.8,202.4,604.2,684.5,332.7,434.7,119.4,12.5,7.4,74.7,966.4,1451.9,139.3,1377.4
Sub Himalayan West Bengal & Sikkim,2013,3,23.6,32.1,114.7,296.5,404.9,588.4,416.3,308,199.8,16.1,2.7,58.7,816.1,1312.7,218.6,1420
Sub Himalayan West Bengal & Sikkim,2014,0.2,26.6,37.7,47.9,308.6,543.2,384.6,563.3,371.5,31.2,5.3,2.4,64.5,899.7,1319.4,38.9,1278.6
Sub Himalayan West Bengal & Sikkim,2015,15.7,15,64.8,149,304.6,508.2,393.3,626.6,354.9,53.6,23.8,9,95.5,961.8,1374.8,86.4,1117.7
Sub Himalayan West Bengal & Sikkim,2016,20.7,7.1,98.9,101.4,233.7,570.8,732.1,209.9,494.3,155.6,0,0.3,126.7,905.9,1436.3,155.9,1315.9
Sub Himalayan West Bengal & Sikkim,2017,3,5.1,84.6,146.8,226.8,400.6,478.6,777.9,390.1,166.5,3.8,1,92.7,774.2,1646.6,171.3,1124.5
Tamil Nadu,1901,24.5,39.1,21.7,36,74,41.8,49.3,67.9,191.1,122.3,212.3,80.4,85.3,151.8,308.3,415,1283.5
Tamil Nadu,1902,67.2,9.8,25.1,21.9,84.7,39.3,55.1,113.8,98.6,282.2,174.9,165.8,102.1,145.9,267.5,622.9,526.7
Tamil Nadu,1903,19.3,7.8,1.7,18.2,128.5,58.5,72.6,115,210.4,128.1,200.5,203.2,28.8,205.2,398,531.8,724.8
Tamil Nadu,1904,35.2,0.1,0.7,19.5,121.9,34.9,89,40.4,85.7,163.2,23.6,49.1,36,176.3,215.1,235.9,855.3
Tamil Nadu,1905,6.5,7.5,17.2,64.8,83.7,49.8,39,101.8,73.5,250.4,123.7,3.2,31.2,198.3,214.3,377.3,843.6
Tamil Nadu,1906,52.4,12.9,17,8.5,39.6,43.6,76,195.2,65.3,162.8,189.1,127.7,82.3,91.7,336.5,479.6,982.8
Tamil Nadu,1907,8.4,1.2,25,78.9,56.6,46.1,70.4,58.2,117.2,160.4,200,63.2,34.6,181.6,245.8,423.6,769.5
Tamil Nadu,1908,16.8,36.9,25,24.5,70.3,34.2,37.5,48.4,154.2,261,36.1,20.1,78.7,129,240.1,317.2,975.8
Tamil Nadu,1909,116.5,11.2,7.7,68.6,117.4,30.8,36.1,206.6,106.1,158,74.7,20.8,135.4,216.8,348.8,253.5,662
Tamil Nadu,1910,9.2,21.2,2.4,26.8,64.7,51.5,148.1,142,52.4,278,146.7,0.6,32.8,143,342.5,425.3,743.8
Tamil Nadu,1911,2.8,1.1,6,30.8,72.1,70.7,50.3,28.9,120.5,125.6,176.2,130.1,9.9,173.6,199.7,431.9,732.1
Tamil Nadu,1912,5.9,2.8,2.9,18.5,64.2,46.7,34.8,74.2,126.7,244.2,259.3,23.9,11.6,129.4,235.7,527.4,1083.4
Tamil Nadu,1913,2.9,3.2,6.6,21,64.6,29.7,58.7,62.3,124.8,203.4,184.1,117.7,12.7,115.3,245.8,505.2,1022
Tamil Nadu,1914,5.7,1.9,5.6,34.6,57.1,37.9,37.6,98.4,132.2,281.2,129.1,132,13.2,129.6,268.2,542.3,1162.7
Tamil Nadu,1915,35.1,18.1,43.6,37,52.4,66.4,117.7,82.9,133,99.9,241,61.5,96.8,155.8,333.6,402.4,1205.9
Tamil Nadu,1916,0.1,3.2,3.1,19.2,61.1,34.5,168.6,125.5,94.7,208.6,145.7,33.2,6.4,114.8,388.8,387.5,554.8
Tamil Nadu,1917,14.3,39.1,32.3,11.9,77.5,72.4,45.1,155.7,163.5,123.1,167.5,45.9,85.7,161.8,364.3,336.5,894.5
Tamil Nadu,1918,80.9,5.4,25.9,9.9,81.8,36.2,40.8,58.6,47,81.8,315.1,88.4,112.2,127.9,146.4,485.3,436.8
Tamil Nadu,1919,22.9,0.8,16.2,25,88.5,49.9,87.8,51.6,162.7,152.4,264.4,106.4,39.9,163.4,302.1,523.2,1003.4
Tamil Nadu,1920,135.9,3.1,3.7,67.3,59.6,47.3,37.3,74.8,156.3,159.4,404.9,4.7,142.7,174.2,268.4,569,767.7
Tamil Nadu,1921,141.2,0,1.7,72.3,39.5,55.7,92.5,129.6,78.3,236.4,76,56.1,142.9,167.5,300.4,368.5,786.3
Tamil Nadu,1922,41.9,18.1,2.5,34.9,100.1,48.8,45.4,87.1,75.3,262.8,291.8,71.6,62.5,183.8,207.8,626.2,944.4
Tamil Nadu,1923,136,2.5,50.1,26.6,30.8,33.7,40.5,39.8,99.8,220.3,44.3,109.7,188.6,91.1,180.1,374.3,1167.9
Tamil Nadu,1924,29.7,0.7,31.3,30.2,75.4,54.9,113.9,87.1,170.8,107.1,163.5,30.6,61.7,160.5,371.8,301.2,763.5
Tamil Nadu,1925,17.6,4.6,57.2,30.1,85,50.6,38.7,91.7,77.3,148.9,229,182.8,79.4,165.7,207.7,560.7,1005.6
Tamil Nadu,1926,88,2.2,30.4,41.4,53.7,38.7,73.8,70.5,120.2,151.5,119.2,26.1,120.6,133.8,264.5,296.8,1006.3
Tamil Nadu,1927,18,21.6,17.2,50.7,73.7,83.1,65.9,77.8,131,87.2,171.3,32.5,56.8,207.5,274.7,291,790.7
Tamil Nadu,1928,21,54.9,24,56.9,51,41.1,75.5,95.2,59.7,219,173.8,98.8,99.9,149,230.4,491.6,835.9
Tamil Nadu,1929,20.4,29.2,9.4,107.3,50.7,63.2,48.9,70.7,135.1,161.2,192,89.6,59,221.2,254.7,442.8,1183
Tamil Nadu,1930,53.6,60.3,21.4,34.4,165.7,68.9,38.9,66.7,94.2,436.1,186.5,48.7,135.3,269,199.8,671.3,949.9
Tamil Nadu,1931,22.7,0,3.3,55.6,54.2,40.8,77.3,81.7,104.7,120.3,183.4,295.8,26,150.6,263.7,599.5,1396.1
Tamil Nadu,1932,0.7,31.9,7.3,62.9,109.6,43,56.5,163.5,61.6,247.4,246.9,78.5,39.9,215.5,281.6,572.8,928
Tamil Nadu,1933,2.7,5,41.2,52.5,105.3,36.9,60.7,169.9,104.5,201.8,124.5,105.9,48.9,194.7,335.1,432.2,898.5
Tamil Nadu,1934,99.8,0.1,11.6,34.6,49.6,73.5,57.5,56.4,38.1,303.4,99.2,15.9,111.5,157.7,152,418.5,1156.9
Tamil Nadu,1935,37.5,2.5,9.3,63.9,23.7,60,38.6,153.4,78.6,192.4,147.6,86.3,49.3,147.6,270.6,426.3,866
Tamil Nadu,1936,1.9,51.1,55.3,35.7,74.4,56.3,85.5,59.4,122,103.7,234.5,64.7,108.3,166.4,266.9,402.9,1175.4
Tamil Nadu,1937,10.7,16.7,26.7,96.1,59.9,42.3,51.1,118.1,105.7,189.8,280.1,22.8,54.1,198.3,274.9,492.7,740.1
Tamil Nadu,1938,1.2,52.1,34.8,44.5,54.3,53,101.4,146.3,116.8,87.5,39.3,51.8,88.1,151.8,364.5,178.6,1082.6
Tamil Nadu,1939,31.1,5,26,132.1,60,60.4,35.1,91.3,96.2,243.8,266.2,8.6,62.1,252.5,222.6,518.6,594.4
Tamil Nadu,1940,0.9,0.7,12.6,82.8,131.5,85.2,59,69.4,121.2,152,367.8,95.4,14.2,299.5,249.6,615.2,907
Tamil Nadu,1941,31.7,4.4,1.4,58.6,70.9,47.1,69.6,84.7,166.4,148.1,216.4,107.5,37.5,176.6,320.7,472,899.4
Tamil Nadu,1942,0.5,0.6,6,78.6,61.3,53.1,54.9,110.1,120.8,146.5,68,146.9,7.1,193,285.8,361.4,960.4
Tamil Nadu,1943,112,18.5,10.8,72.1,204.4,43.2,75.3,78.8,101.1,310.6,117.4,43.2,141.3,319.7,255.2,471.2,1027.5
Tamil Nadu,1944,18.4,34.6,83.5,32.7,46.1,81.8,73.8,104.7,143.5,188.8,288.8,130.9,136.5,160.6,322,608.5,822.9
Tamil Nadu,1945,4.6,5.5,5,74.7,38.2,22,75.1,110.1,58.6,168.4,206.8,15,15.1,134.9,243.8,390.2,1005.5
Tamil Nadu,1946,19.8,1,46.4,45.7,76.4,56.8,59.3,87.7,140.8,175.5,311.2,273.5,67.2,178.9,287.8,760.2,915
Tamil Nadu,1947,59.5,14.8,54.4,92.8,40.9,54.1,125.5,113.4,127.6,205.9,30.5,20,128.7,187.8,366.5,256.4,1038.6
Tamil Nadu,1948,51.7,9.9,10.6,35.3,72.5,67.5,79.8,102.3,68.8,145.4,226.2,36.6,72.2,175.3,250.9,408.2,761.4
Tamil Nadu,1949,8.6,3,0.6,62.3,98.2,75.6,113.6,148.2,82.3,159.4,86.4,2.3,12.2,236.1,344.1,248.1,900.8
Tamil Nadu,1950,2.4,68,16.8,11.8,54.5,31.2,56.1,125.3,85.5,160.6,100.7,34.6,87.2,97.5,266.9,295.9,729.8
Tamil Nadu,1951,11.7,0.8,26.7,115.2,83,30.8,83.6,94.7,113.4,98.3,187.2,9.6,39.2,229,291.7,295.1,1272
Tamil Nadu,1952,13.7,47.7,8.9,29.5,58.7,32.9,74.3,73.7,38.2,123.8,47.2,167.6,70.3,121.1,186.2,338.6,928.4
Tamil Nadu,1953,13,15.8,4.8,97.8,45.8,67.6,111.7,86.2,131.1,278.2,97.1,18.9,33.6,211.2,329,394.2,1203.2
Tamil Nadu,1954,77.5,2.7,58.2,54.2,77.9,35.5,118.5,147.2,34,271,32.6,107,138.4,167.6,299.7,410.6,1120.6
Tamil Nadu,1955,35.7,1.3,10.3,85.3,149.4,47.8,73.4,88.1,128.2,165.2,130.6,145.3,47.3,282.5,289.7,441.1,983.2
Tamil Nadu,1956,22.9,0.5,1,34.3,35.1,98,46,99.2,126.4,255.8,225.5,45.1,24.4,167.4,271.6,526.4,1113.8
Tamil Nadu,1957,1.2,10.3,15.1,14.8,81.1,65.4,64,60.8,73.5,203.3,200.4,77.1,26.6,161.3,198.3,480.8,1224.2
Tamil Nadu,1958,12.1,6,27.2,49.4,114.7,33,47.3,147.7,80,155.2,154.4,25.5,45.3,197.1,275,335.1,839.5
Tamil Nadu,1959,3.7,34.8,0.1,51.4,68.2,83.5,60.6,62.1,99.1,187,190.4,53.4,38.6,203.1,221.8,430.8,1146.6
Tamil Nadu,1960,5.5,9.9,21,60,60.9,35.9,146.8,55.6,108.4,134.5,354.1,21.2,36.4,156.8,310.8,509.8,1138.7
Tamil Nadu,1961,76,12.7,2.2,23.9,71.9,73.8,99.4,110.4,122.2,154.7,107.5,56.1,90.9,169.6,332,318.3,1010.2
Tamil Nadu,1962,10,23.6,13.6,48.4,114.1,44,56.7,130.5,114.8,275.7,63.1,47.1,47.2,206.5,302,385.9,887.5
Tamil Nadu,1963,76.2,4.8,39.1,56.5,45.1,49.9,93.1,88.7,115,173.4,195,135.9,120.1,151.5,296.8,504.3,778.8
Tamil Nadu,1964,1.6,1.2,15.5,11.4,56.8,31.3,174.7,100.8,92.3,187.7,166.4,70.9,18.3,99.5,367.8,425,971
Tamil Nadu,1965,1.8,7.2,10.1,63.8,40.9,33.5,55.4,169.8,92.7,123.9,120.3,202.3,19.1,138.2,317.9,446.5,942.1
Tamil Nadu,1966,16,1.6,11.9,33.4,51.8,51.6,76.4,143.4,166.1,290.6,224.3,99.8,29.5,136.8,385.9,614.7,748.5
Tamil Nadu,1967,28.9,1,40.4,19.3,47.6,69.1,69.4,81.2,76.2,182.3,127.1,156.7,70.3,136,226.8,466.1,1047.1
Tamil Nadu,1968,4.6,5.6,36.5,85.9,46.9,47.9,53.7,65,137.7,111.8,121.1,72.7,46.7,180.7,256.4,305.6,970.2
Tamil Nadu,1969,1.5,7.2,3.5,32.1,57,30.4,60.9,139.7,36.8,275.1,190.5,127.1,12.2,119.5,237.4,592.7,729.2
Tamil Nadu,1970,15.9,18,9.2,61.8,85.4,51.6,88.9,98.5,102.4,195.1,199.9,15.3,43.1,198.8,289.8,410.3,670.8
Tamil Nadu,1971,19.3,11.1,37.8,40.6,75.7,46.9,87.2,127.8,109,221.3,71.3,199.6,68.2,163.2,324,492.2,1042.4
Tamil Nadu,1972,4,1.2,1,14,151.1,55.1,49.2,42.7,175.3,273.1,126,200.6,6.2,220.2,267.2,599.7,830.2
Tamil Nadu,1973,0.3,0.2,5.3,20.7,57,63.5,92.3,87.6,130.4,195.2,79.1,127.1,5.8,141.2,310.3,401.4,1215.7
Tamil Nadu,1974,0.6,8.9,6.7,30.4,59.5,40.6,79.8,63.5,178,114.8,47.8,22.2,16.2,130.5,321.3,184.8,1035.7
Tamil Nadu,1975,6,4.3,34.8,20.8,80.8,46.8,129.1,121.3,147.8,165.3,130.3,36.4,45.1,148.4,398.2,332,808.5
Tamil Nadu,1976,1.2,0.2,8.4,50.1,33.8,48.6,64,129.9,83.7,137.6,244.9,56.6,9.8,132.5,277.6,439.1,1311.8
Tamil Nadu,1977,1.4,24.8,10.4,45.5,104.1,50.6,55.4,128.3,118.6,347.5,346.8,12.6,36.6,200.2,302.3,706.9,791.7
Tamil Nadu,1978,1.4,11.2,10.9,35.9,55.2,29.4,78.2,55.4,137.2,151.4,234.6,198.1,23.5,120.5,270.8,584.1,922.5
Tamil Nadu,1979,0.7,43.5,12.5,15.3,35.1,60.2,75.2,80.2,183.1,132.6,416.7,48.2,56.7,110.6,338.5,597.5,1143.8
Tamil Nadu,1980,0.1,0,15.4,45.9,69.2,37.7,64.9,64.2,76.3,122.3,166.2,47,15.5,152.8,205.4,335.5,933.2
Tamil Nadu,1981,8.9,1.3,21.7,23.7,87.2,57,117,91.8,200.5,258,106.4,72.5,31.9,167.9,409.3,436.9,1497.4
Tamil Nadu,1982,0.2,0.1,8.6,25.2,58.8,49.8,52.5,44.5,93.4,114,200.8,30.9,8.9,133.8,190.4,345.7,742.6
Tamil Nadu,1983,0.2,0.2,1.9,5.5,86.9,72.9,77.9,132,154.6,138.7,94.5,242.6,2.3,165.3,364.5,475.8,785.8
Tamil Nadu,1984,34.5,131.3,101.7,45.4,21.6,43.6,149.5,38,151.3,134.8,113.5,58.5,267.5,110.6,338.8,306.8,1007.3
Tamil Nadu,1985,89.7,5.2,11.9,43.9,33.4,108.8,81.2,129.7,161.6,107.3,233.3,57.4,106.8,186.1,372.5,398,977
Tamil Nadu,1986,65.5,39,16.1,20.9,62.7,63.4,66.9,115.2,142.3,170.5,133.4,57.1,120.6,147,324.4,361,1544.8
Tamil Nadu,1987,8,1.2,28.7,20,50.5,70.5,26.1,82.8,127,236.7,136.9,175,37.9,141,235.9,548.6,1161
Tamil Nadu,1988,0.2,3.8,27.4,94.6,59.1,41.1,102.6,149.8,136.1,71.8,117.6,33.1,31.4,194.8,388.5,222.5,1425.5
Tamil Nadu,1989,2.7,0,27.9,40.8,53.6,57.4,154.9,39.7,137.3,148.6,154,39.8,30.6,151.8,331.9,342.4,849
Tamil Nadu,1990,84.8,10.2,36.2,24.3,94.9,28.9,40,80.1,119.6,194.1,144,46.1,131.2,148.1,239.7,384.2,863.5
Tamil Nadu,1991,24.2,4.6,9.7,37.4,29.5,128.1,54.7,71.7,114,225.1,234.4,21.4,38.5,195,240.4,480.9,885.6
Tamil Nadu,1992,3.1,0.2,0,22.5,58.3,66.4,77.9,59.9,157.3,123.9,297.2,52.1,3.3,147.2,295.1,473.2,975.9
Tamil Nadu,1993,0.1,7,9.9,11.2,46.6,68.2,60.3,88.8,96.7,214.5,315.9,163.1,17,126,245.8,693.5,1285.9
Tamil Nadu,1994,7,27.6,5.5,48.3,66.6,38.6,75.3,66.1,84.2,230.6,229.1,27,40.1,153.5,225.6,486.7,986.8
Tamil Nadu,1995,23.8,3.3,16.7,39.5,139,64.6,86.7,121.1,94,143.1,107.9,3.7,43.8,243.1,301.8,254.7,855.9
Tamil Nadu,1996,7.6,3.6,5,91.5,34,125.3,55.4,112.4,141.2,149.7,106,237.6,16.2,250.8,309,493.3,1093.1
Tamil Nadu,1997,7.7,0.2,2.3,42,49.2,50.4,63.5,56.4,116,169.5,258.1,135.2,10.2,141.6,235.9,562.8,863.6
Tamil Nadu,1998,6.9,5.7,4.1,23.6,55.8,43,101.9,152.9,121.8,124.7,242,197.4,16.7,122.4,376.6,564.1,1077.9
Tamil Nadu,1999,8.3,24.1,3.9,56.9,74.5,46.4,55.3,74.8,73.1,268.9,182.8,53.6,36.3,177.8,203.2,505.3,922.2
Tamil Nadu,2000,30.3,74.5,9.4,41.6,54.7,52.2,45.8,136.1,169.8,120.3,148.6,88.9,114.2,148.5,351.7,357.8,765.3
Tamil Nadu,2001,21.8,10.9,13,93.8,45,39.9,37.2,18.7,53.8,69.5,52.3,27.6,45.7,178.7,109.7,149.4,963.3
Tamil Nadu,2002,2.9,22.1,3.9,9.2,32.6,23.7,11.8,26.5,32.2,93.7,47.2,12.2,28.9,65.5,70.5,153.1,667.1
Tamil Nadu,2003,0.3,4.1,18,17.1,19.8,22.5,38.7,49.3,26.1,86,59.5,7.1,22.4,59.4,114.1,152.6,1163
Tamil Nadu,2004,2.8,0.7,3,16.2,101.1,21.2,98.6,85.1,208.3,271.1,204.5,25,6.5,138.5,392,500.6,1052.9
Tamil Nadu,2005,4.1,11.1,24.4,128,80.6,35.7,87.9,93.3,117.9,280.5,353.4,148.5,39.6,244.3,299.1,782.4,843.3
Tamil Nadu,2006,15.3,0.2,52.4,32.6,65.2,57.2,33.6,73.4,116.3,240.4,215.1,26.1,67.9,155,223.3,481.6,1035.3
Tamil Nadu,2007,7.2,7.5,1.8,58,44.9,73.1,101,136.5,89.1,248.9,79.2,219.9,16.5,176,326.6,548,666.2
Tamil Nadu,2008,11.7,29.1,164.7,31.5,53.7,51.1,73.1,126.5,70.7,242.7,298.5,50.1,205.5,136.3,270.3,591.3,1276.5
Tamil Nadu,2009,7.9,0,41,41.4,74.8,27,42.1,96.9,114.4,62.1,314.7,106.2,48.9,143.2,253.4,483,753.1
Tamil Nadu,2010,11.8,0.2,1.9,22.9,91.9,70,81.4,102.9,111.1,148.1,328.6,124.5,13.9,184.8,295.4,601.2,1008.6
Tamil Nadu,2011,4.3,11.2,8,91.5,33.4,56,45.5,128.9,76,200.4,230.5,41,23.5,180.9,250.4,471.9,1348.7
Tamil Nadu,2012,3,0.1,2.5,35.5,41.9,30.1,46.5,98,84.9,235.2,44.5,14,5.6,107.5,229.4,293.7,746.4
Tamil Nadu,2013,3.9,30.9,30,20.3,42,54.6,42.7,110.7,113.5,127.9,112.3,53.2,64.8,116.9,266.9,293.4,857.2
Tamil Nadu,2014,7.4,6.1,8.1,8.3,139.1,47.8,50.6,117.7,98.9,252.2,110.8,66,21.6,195.2,267.2,429,1043.4
Tamil Nadu,2015,8.3,2.3,21.7,108.8,112.4,62.4,43.5,81.6,98.4,132.6,379.8,152.8,32.3,283.6,223.5,665.2,815.7
Tamil Nadu,2016,2.5,0.8,3.1,6.3,102.5,63,86.8,55.1,49,65.8,33.8,66.5,6.4,171.8,190.9,166.1,1562.4
Tamil Nadu,2017,37.3,1.1,35.4,17.3,73.5,47.9,42,159.4,165.3,155.5,141.5,96.8,73.8,138.7,366.7,393.8,1324.1
Telangana,1901,6.9,41.8,7.8,45.2,22,123.6,237.8,177.2,77.7,75.5,12.2,0,56.5,190.8,492.7,87.7,2404.3
Telangana,1902,0,0,0.2,10.7,7.3,52.4,146.3,142.8,190.5,41.7,31.2,7.3,0.2,70.4,479.6,80.2,2169.9
Telangana,1903,12.9,4.6,0,9.9,40.7,99.2,505.2,246.7,191.9,155.8,15.5,1.1,17.5,149.8,943.8,172.4,3005
Telangana,1904,0,0,10.8,0.8,14.7,104.2,139.5,50,162.3,44.4,0,0,10.8,119.7,351.8,44.4,2617.9
Telangana,1905,0,4.3,12.8,27.6,32.2,129.5,82.4,237.3,179.1,19.6,0,0,17.1,189.3,498.8,19.6,2530
Telangana,1906,22.5,1.2,13.4,2.4,0.7,211.1,210.8,226.7,96.3,20.5,14.9,34.8,37.1,214.2,533.8,70.2,1988.2
Telangana,1907,1,3.3,10.2,61.9,0.2,217.5,160.5,263.3,116.8,0.3,3.6,5,14.5,279.6,540.6,8.9,2670.2
Telangana,1908,35.6,2.6,5.2,0.3,6.5,107.4,254.9,168.3,401.2,0.1,0,0.7,43.4,114.2,824.4,0.8,3046.1
Telangana,1909,0.5,5.9,0.5,26.4,2.2,133.8,288.3,168.6,138.5,4.6,0,0.2,6.9,162.4,595.4,4.8,3194.1
Telangana,1910,0,0,0,4.2,25,220.9,198.2,150.3,230.5,101.4,45.3,0,0,250.1,579,146.7,2793.7
Telangana,1911,0,0,7.9,0.7,7.8,133.9,122.1,176.3,174.4,23,6,9.9,7.9,142.4,472.8,38.9,2934.9
Telangana,1912,0,37.5,0,20.4,6.6,28.5,263.3,196.8,149.5,7.8,33.4,0,37.5,55.5,609.6,41.2,2414.3
Telangana,1913,0,13.4,0,8,34.6,83.5,337.2,108.8,101.7,35.2,0,9.7,13.4,126.1,547.7,44.9,2505
Telangana,1914,0,0,1.2,34.1,41.5,233.1,271.3,195.1,278.6,16.2,10.3,2,1.2,308.7,745,28.5,3476.8
Telangana,1915,15.4,8.6,77.8,18.8,26.7,165.6,140.4,236.2,186.8,122,23.6,0.1,101.8,211.1,563.4,145.7,2841.8
Telangana,1916,0,4.1,0,15.9,16.1,233.2,216.4,137,291.8,153.1,95.1,0,4.1,265.2,645.2,248.2,2981.7
Telangana,1917,0,65.5,33,34.1,52.7,184.1,267.5,180.1,275.6,106.7,6.6,0,98.5,270.9,723.2,113.3,2544.4
Telangana,1918,20.2,0,32.6,8.3,55.5,97.8,106.1,89.6,96.9,6.4,7.5,33.9,52.8,161.6,292.6,47.8,2884.1
Telangana,1919,5.5,39.2,31.3,35,23.6,158.8,139.4,115.3,129.9,130.6,78.5,7.4,76,217.4,384.6,216.5,3513.3
Telangana,1920,7.4,0,1.7,24.4,31.4,62.8,138.8,66.5,78.9,24.9,0,0,9.1,118.6,284.2,24.9,3001.7
Telangana,1921,7.1,0,0.1,5.4,5.5,200.9,296.7,161.1,240.7,68,17.9,0,7.2,211.8,698.5,85.9,2488.9
Telangana,1922,55.3,0,0,6.6,50.1,69.2,184.3,158.3,170.2,23,50.7,0,55.3,125.9,512.8,73.7,2950.8
Telangana,1923,3,5.3,23.3,10.7,18,43.5,222.8,80.3,334.4,44,1,0,31.6,72.2,637.5,45,2886.5
Telangana,1924,37,0,0,9.2,34.6,62.8,124.7,220.2,288.2,51.6,116.1,0,37,106.6,633.1,167.7,2637.6
Telangana,1925,0,0,0,49.8,97.8,168.1,266.2,239.2,148.1,187.5,8.1,3.1,0,315.7,653.5,198.7,2732.2
Telangana,1926,46.1,2,24,48.8,24,74.7,227.3,205.1,70.5,41,0,0,72.1,147.5,502.9,41,2869
Telangana,1927,9.6,11,4.6,2,14.3,248.3,266,158.5,142.4,59.9,89,0,25.2,264.6,566.9,148.9,2931.3
Telangana,1928,0,15.8,47.3,4.5,27.9,143.9,248.6,191.6,215.2,104.1,0,7.4,63.1,176.3,655.4,111.5,2184.2
Telangana,1929,5.3,64.8,0,21.7,2.8,146,115,142.2,232.5,35.9,0,24.5,70.1,170.5,489.7,60.4,2876.4
Telangana,1930,0,14.7,5.4,13.5,1.7,184.9,131.1,144.7,215.6,60,64.3,0,20.1,200.1,491.4,124.3,2715.6
Telangana,1931,0.3,5.1,4,13.3,25.9,187.3,368.6,155.9,288.1,107.4,25.5,1.6,9.4,226.5,812.6,134.5,2514.1
Telangana,1932,0,40.3,1.3,17.6,25.8,119.7,300.4,179,172.9,32,60.9,0,41.6,163.1,652.3,92.9,2612.9
Telangana,1933,12.9,17.4,15.7,25,63.4,332,243.4,226.7,262.2,128.9,24,44.5,46,420.4,732.3,197.4,2785.1
Telangana,1934,0.1,0,0.1,18.3,1.2,111.7,296.9,280.2,162.3,15.2,42,0,0.2,131.2,739.4,57.2,2660.3
Telangana,1935,16.2,3.4,1.4,42.2,2.7,115.1,309.7,162.9,198.3,43.5,2.6,0.5,21,160,670.9,46.6,2568.3
Telangana,1936,2.5,79.1,15.3,8.4,73.7,200,268.9,220.9,128.4,96.4,48.2,15.1,96.9,282.1,618.2,159.7,3249.2
Telangana,1937,0,33.2,28.6,105.6,3,77.8,285.8,102.4,153.6,72.1,0.9,3,61.8,186.4,541.8,76,2591
Telangana,1938,0,41.3,14.2,16.6,27.8,226.3,331.6,256.5,201.9,59.2,0,0,55.5,270.7,790,59.2,2320.2
Telangana,1939,0,0,22,16.7,3,73.5,173.2,202.5,107.1,130.3,11.8,0,22,93.2,482.8,142.1,2717.9
Telangana,1940,0,0.5,11.4,33.6,91.4,128.5,345.8,281.5,94.7,64.9,22.2,8.1,11.9,253.5,722,95.2,2365.3
